,x,s,n,t,p.1,f,c,n.1,k,e,e.1,s.1,s.2,w,w.1,p.2,w.2,o,p.3,k.1,s.3,u,Predict
4551,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g,poisonous
4552,x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,poisonous
4553,x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,poisonous
4554,x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,poisonous
4555,f,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,edible
4556,x,y,u,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d,poisonous
4557,x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,poisonous
4558,f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,poisonous
4559,x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,poisonous
4560,f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d,poisonous
4561,x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p,poisonous
4562,x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,poisonous
4563,x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,poisonous
4564,f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,poisonous
4565,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,poisonous
4566,f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,poisonous
4567,f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,poisonous
4568,x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,poisonous
4569,f,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,edible
4570,x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,poisonous
4571,f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,poisonous
4572,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,poisonous
4573,f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p,poisonous
4574,f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,poisonous
4575,f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,poisonous
4576,f,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,poisonous
4577,f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,poisonous
4578,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,poisonous
4579,x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,poisonous
4580,x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,poisonous
4581,x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,poisonous
4582,x,f,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,poisonous
4583,f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,poisonous
4584,x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,poisonous
4585,f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,poisonous
4586,x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,poisonous
4587,f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,poisonous
4588,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,poisonous
4589,f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,poisonous
4590,x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,poisonous
4591,f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,poisonous
4592,f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p,poisonous
4593,x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,poisonous
4594,f,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,poisonous
4595,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,poisonous
4596,f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,poisonous
4597,x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,poisonous
4598,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,poisonous
4599,f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,poisonous
4600,f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,poisonous
4601,f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,poisonous
4602,f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,poisonous
4603,f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,poisonous
4604,x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,poisonous
4605,x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,poisonous
4606,f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,poisonous
4607,x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,poisonous
4608,x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,poisonous
4609,x,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,poisonous
4610,f,y,b,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,edible
4611,x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,poisonous
4612,x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d,poisonous
4613,f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,poisonous
4614,x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d,poisonous
4615,f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,poisonous
4616,f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,poisonous
4617,f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,poisonous
4618,x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,poisonous
4619,f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,poisonous
4620,f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,poisonous
4621,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,poisonous
4622,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,poisonous
4623,f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g,poisonous
4624,f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,poisonous
4625,f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,poisonous
4626,f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p,poisonous
4627,x,f,g,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,poisonous
4628,f,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g,poisonous
4629,f,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,edible
4630,x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,poisonous
4631,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,poisonous
4632,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,poisonous
4633,f,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,edible
4634,x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,poisonous
4635,x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,poisonous
4636,f,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,poisonous
4637,x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,poisonous
4638,x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d,poisonous
4639,x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g,poisonous
4640,f,s,w,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,u,poisonous
4641,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,poisonous
4642,x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,poisonous
4643,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,poisonous
4644,x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,poisonous
4645,x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,poisonous
4646,f,y,u,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d,poisonous
4647,f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d,poisonous
4648,f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,poisonous
4649,x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,poisonous
4650,f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g,poisonous
4651,f,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,edible
4652,x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,poisonous
4653,f,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,poisonous
4654,x,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,poisonous
4655,f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,poisonous
4656,x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,poisonous
4657,x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,poisonous
4658,x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,poisonous
4659,f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g,poisonous
4660,x,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,poisonous
4661,f,y,e,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,edible
4662,x,y,u,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d,poisonous
4663,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,poisonous
4664,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d,poisonous
4665,x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p,poisonous
4666,f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,poisonous
4667,x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,poisonous
4668,f,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,poisonous
4669,f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,poisonous
4670,x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p,poisonous
4671,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,poisonous
4672,f,s,p,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,edible
4673,f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,poisonous
4674,x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,poisonous
4675,x,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,poisonous
4676,f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,poisonous
4677,x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,poisonous
4678,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,poisonous
4679,f,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p,poisonous
4680,x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,poisonous
4681,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,poisonous
4682,f,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p,poisonous
4683,f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d,poisonous
4684,x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,poisonous
4685,f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,poisonous
4686,f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,poisonous
4687,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g,poisonous
4688,f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,poisonous
4689,x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,poisonous
4690,f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,poisonous
4691,x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p,poisonous
4692,x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,poisonous
4693,x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,poisonous
4694,f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p,poisonous
4695,f,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,edible
4696,f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,poisonous
4697,x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,poisonous
4698,x,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g,poisonous
4699,f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,poisonous
4700,x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p,poisonous
4701,x,f,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,poisonous
4702,x,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,poisonous
4703,f,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u,poisonous
4704,x,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,poisonous
4705,x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,poisonous
4706,f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,poisonous
4707,f,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,poisonous
4708,f,s,b,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u,poisonous
4709,x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g,poisonous
4710,x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,poisonous
4711,x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,poisonous
4712,f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,poisonous
4713,f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,poisonous
4714,x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p,poisonous
4715,f,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,poisonous
4716,f,y,u,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d,poisonous
4717,x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,poisonous
4718,f,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,edible
4719,f,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g,poisonous
4720,x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g,poisonous
4721,x,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,poisonous
4722,x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,poisonous
4723,x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,poisonous
4724,f,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,poisonous
4725,x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,poisonous
4726,x,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g,poisonous
4727,x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d,poisonous
4728,f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,poisonous
4729,f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p,poisonous
4730,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,poisonous
4731,f,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,edible
4732,x,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g,poisonous
4733,f,f,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,edible
4734,x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,poisonous
4735,x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,poisonous
4736,f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,poisonous
4737,x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,poisonous
4738,f,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d,poisonous
4739,f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d,poisonous
4740,f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,poisonous
4741,f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,poisonous
4742,x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,poisonous
4743,x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,poisonous
4744,f,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d,poisonous
4745,x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,poisonous
4746,f,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,poisonous
4747,f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,poisonous
4748,x,f,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,poisonous
4749,f,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,poisonous
4750,x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,poisonous
4751,x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,poisonous
4752,x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,poisonous
4753,f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,poisonous
4754,x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,poisonous
4755,x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,poisonous
4756,f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,poisonous
4757,f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g,poisonous
4758,x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,poisonous
4759,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,poisonous
4760,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,poisonous
4761,x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,poisonous
4762,x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,poisonous
4763,x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,poisonous
4764,x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,poisonous
4765,x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,poisonous
4766,f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,poisonous
4767,f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,poisonous
4768,x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,poisonous
4769,x,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,poisonous
4770,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d,poisonous
4771,f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,poisonous
4772,x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p,poisonous
4773,x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,poisonous
4774,f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,poisonous
4775,f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,poisonous
4776,x,s,p,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,edible
4777,f,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d,poisonous
4778,x,s,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,poisonous
4779,x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,poisonous
4780,f,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,poisonous
4781,x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,poisonous
4782,f,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,edible
4783,x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,poisonous
4784,x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,poisonous
4785,f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g,poisonous
4786,f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,poisonous
4787,f,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,edible
4788,x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,poisonous
4789,f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,poisonous
4790,x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,poisonous
4791,f,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,poisonous
4792,f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,poisonous
4793,f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,poisonous
4794,f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,poisonous
4795,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,poisonous
4796,f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,poisonous
4797,x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,poisonous
4798,f,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,edible
4799,x,s,g,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g,poisonous
4800,x,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,poisonous
4801,f,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,edible
4802,f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g,poisonous
4803,f,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g,poisonous
4804,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,poisonous
4805,f,y,e,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,edible
4806,f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,poisonous
4807,x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,poisonous
4808,f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,poisonous
4809,x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,poisonous
4810,f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,poisonous
4811,f,y,n,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,edible
4812,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,poisonous
4813,k,f,n,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,poisonous
4814,f,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,poisonous
4815,f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,poisonous
4816,x,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,poisonous
4817,f,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,poisonous
4818,f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p,poisonous
